newspaper_title,date,year,content,summary_el,country,source_url,ai_relevance,ai_topic,ai_stance,ai_notes,entities_persons,entities_locations,entities_orgs,normalized_content,news_origin,news_origin_norm,publication_place,political_orientation,orientation_notes,country_original,country_corrected_safe,country_changed_safe,row_uid,rumor_status,certainty_score,certainty_markers,transmission_formula,transmission_medium,intermediary_node,cited_source,probable_chain,rhetorical_frame_primary,rhetorical_frame_secondary,frame_confidence,canonical_event_type,event_name,event_location,event_date_reference,event_phase,story_cluster_hint,source_criticism_note,llm_confidence,needs_review,review_reason,story_cluster_id,annotation_error
British Luminary,Sunday 28 July 1822,1822,DEVON Friday 26 TII E last advices fromTurkey which dcstliuie respectiu pending differences between Governments .. ... are persevered in Greeks l urks “ last Captaiu left for Hydra to fell with the Greek Meet Scio Greeks laid Turks every soul death news came Morea the Turks a hole earth in leaving their faces' and them stuug bees” Corfu states tlie Greek has a new substituted ...,Unknown,UK,,directly_relevant,Military Operations,pro_greek,"Reports on military actions, including Greeks fighting Turks in Scio and Morea, and the Greek fleet.",,"Devon, Turkey, Hydra, Scio, Morea, Corfu",,DEVON Friday 26 THE last advices from Turkey which describe pending differences between Governments ... are persevered in Greeks Turks “last Captain left for Hydra to sail with the Greek fleet. Scio Greeks laid Turks every soul death news came Morea the Turks a hole earth in leaving their faces and them stung bees” Corfu states the Greek has a new substituted ...,Devon,Devon,London,radical,Radical non-conformiste,UK,UK,False,0b6abee6df775052,reported,2,last advices from Turkey; news came Morea,last advices fromTurkey which dcstliuie respectiu pending differences between Governments,unknown,Devon,,Turkey -> Devon -> London,military_strategic,ottoman_barbarity,3,battle,Unspecified Greek-Turkish engagement near Morea and Hydra,"Morea, Hydra",Friday 26 (July 1822),reported_account,,"The information is based on partial and fragmented advices with unclear sourcing, indicating a reported but not confirmed military engagement.",4,True,"Text is fragmentary and partially illegible, requiring expert review for precise interpretation.",MOREA_HYDRA_BATTLE_UNSPECIFIED_GREEK_TURKISH_ENGAGEMENT_NEAR_MOREA_AND_HYDRA_FRI_793DC2,
Globe,Tuesday 29 October 1822,1822,". PP— r— T / . A —— . – – S —e- = = = e — -~ 54 . — – o – FOREIGN INTELLIGENCE ... of Scio.” | : Cyprus, whose inhabitants had resisted the conta'l gion of patriotic and independent feeling, and in the ! midst of the struggles and successes of Greece, had | maintained unbroken fidelity to the common despot and | oppressor, has been treated ...",Unknown,UK,,directly_relevant,Internal Greek Affairs,neutral,"Discusses the situation in Cyprus and its inhabitants' loyalty during the Greek struggles, referencing Scio (Chios massacre).",,"Scio, Cyprus, Greece",,"FOREIGN INTELLIGENCE of Scio. Cyprus, whose inhabitants had resisted the contagion of patriotic and independent feeling, and in the midst of the struggles and successes of Greece, had maintained unbroken fidelity to the common despot and oppressor, has been treated ...",Scio,Chios,Paris,whig,Whig libéral; soutient réforme,UK,UK,False,4a8655a1dc3b9e34,reported,2,had maintained unbroken fidelity; has been treated,,unknown,,,Chios -> Paris,ottoman_barbarity,neutral_information,3,other,Treatment of Cyprus inhabitants during Greek struggles,Cyprus,1822,reported_account,,"The information is a partial report with no explicit source or transmission details, limiting certainty.",4,False,,CYPRUS_OTHER_TREATMENT_OF_CYPRUS_INHABITANTS_DURING_GREEK_STRUGGLES_1822_1822_4EC7C9,
The Scotsman,Saturday 02 November 1822,1822,"Sunday and Tuesday's Posts ... Extract of a Letter from Smyrna, Sept. The desolation Scio, which owes part its misfortunes to imprudent zeal M. D. wbo drew the Greeks into the snnres of the Turks by deceitfol amnesty, in which we suppose he believed, cannot compared with tbe ravages exercised ...",Unknown,UK,,directly_relevant,Ottoman Politics,pro_greek,"Reports on the desolation of Scio and the misfortunes of Greeks, including being drawn into 'snares of the Turks' by deceitful amnesty.",M. D.,"Smyrna, Scio, Greece",,"Sunday and Tuesday's Posts ... Extract of a Letter from Smyrna, Sept. The desolation of Scio, which owes part of its misfortunes to imprudent zeal of M. D. who drew the Greeks into the snares of the Turks by deceitful amnesty, in which we suppose he believed, cannot be compared with the ravages exercised ...",Smyrna,Smyrna,Midlothian,whig,Édimbourg; whig libéral; pro-réforme,UK,UK,False,8635de5d6f0f549b,reported,3,Extract of a Letter from Smyrna; we suppose he believed,"Extract of a Letter from Smyrna, Sept.",letter,Smyrna,,Smyrna -> Midlothian,ottoman_barbarity,christian_suffering,4,atrocity,Desolation of Scio,Scio,September 1822,reported_account,CHIOS_MASSACRE_1822,"Information is based on a letter from Smyrna and includes some speculation, indicating a reported but not confirmed account.",5,False,,CHIOS_MASSACRE_1822_A193A6,
Le Constitutionnel,1822-01-02,1822,"| mesures produisirent un effet si puissant sur les laches assassins, qu'ils
n'immolèrent pas même un Grec dans le quartier franc; ils déchargérent
leur rage sur les malheureux habitans de l'intérieur et sur les jardiniers.
Vers les dix heures du matin, le pacha, craignant pour lui même les su tes
avec des forces proportionnées à la grandeur de l'objet qu'elle aurait en
vue; et dans les conjonctures présentes, elle serait favorisée dans ses
projets par l'insurrection des Grecs; cela est plus qu'évident. Dans cette
supposition, la guerre des Perses, qui, dans d'autres temps, ne serait
qu'un événement ordinaire, acquerrait une haute importance, et, en
tournant à l'avantage des Russes et en leur prêtant un secours très-efficace,
aggraverait extraordinairement la position des Osmanlis, qui, attaqués
par trois ennemis à la fois, pourraient succomber, mais sans honte, et être
réduits à abandonner leurs provinces curopéennes entre les mains des
Russes. »
La position des Européens à Smyrne semble devenir de plus en plus
difficile, ainsi qu'on peut en juger par cet exposé du Spectateur :
«Smyrne est, depuis six mois, dans un état de crise difticile à décrire.
Après quelques jours de calme, les orages y eclatent avec une nouvelle
violence. On se flatte, on ose espérer, et des catastrophes imprévues vien-
nent tout-à-coup bouleverser l'ordre public et baunir la confiance; се-
pendant, depuis le commencement de nos malheurs, nous n'avions rien
éprouvé de comparable à ce qui s'est passé ces jours derniers. Les excès
des 20 et 21 novembre ont surpassé de beaucoup ceux du 16 juin. Cette
fois, les meurtriers, las de frapper tonjours les mêmes victimes, ont es-*
sayé de tourner leur rage sur les Européens; mais un reste de respect,
plus encore un sentiment de crainte, augmenté par la présence des bâti-
mens de guerre, leur ont imposé. Les Grecs, toujours malheureux, out à
peu près seuls ensanglante, comme de coutume, ces horribles journées.
Le 17 au soir, un Esclavon, sujet autrichien, futassassiné, au milieudu
quartier franc, par un miserable Turc, qui ne prit pas même la précau-
tion de se cacher, tant il était sûr que son crime resterait impuni. Le leu-
main, le consul d'Autriche demanda satisfaction; elle lui fut refusée sous
de vains prétextes. Dans le courant de la semaine, plusieurs Francs,
insultés ou menacés, avaient répandu l'alarme parmi la population euro-
péenne. Chacun avait pris les armes pour sa défense. Les consuls ne pou-
vaient s'opposer à une mesure de précaution légitimée par des circonstan-
ees extraordinaires.
» Le 19 se passa assez tranquillement; un crainte vague semblait an-
noncer une crise prochaine; les bâtimens de guerre étaient avertis, les
Européens se trouvaient sur la défensive, et les Tures, furieux de savoir
qu'avant de pouvoir immoler, le courage et le désespoir devaient leur dis-
puter les victimes, complotaient dans leurs quartiers la perte des Francs
et la ruine de la ville; cependant une rixe qui eut lieu à l'entré de la
nuit, entre quelques marins européens et une garde turque, décida l'af-
freuse boucherie du lendemain..
» Sur le quai de la ville, où est située la poissonnerie, des Tures ivres
Attaquèrent des Européens de la basse classe; ceux-ci se défendirent; les
Tures firent feu, les autres de même. Il y eut un Italien tué, plusieurs
blessés, et parmi les Turs, un noir fut tué, ou du moins blessé mor-
tellement, et deux hommes légèrement blessés. La garde était accourue,
mais elle fut repoussée de même. Cette troupe furiense rapporta la chose
aux musulniaus, déjà irrités par le bruit qui s'était répandu depuis plu-
sieurs jours que les Francs portaient des armes cachées. Les autorités
eurent bien de la peine à empêcher une attaque nocturne; mais le len-
demain, dès la pointe du jour, des bandes de massacreurs se répandirent
dans le quartier franc, et y jetèrent Pépouvante.
>> Une quarantaine de Grecs, retenus dans les prisons de la ville sous divers
prétextes, furent livrés au fer des forcenés el egorgés. Les meurtres fu-
rent d'autant plus nombreux, que ce jour funeste était fêté par les Grecs;
ces malheureux se rendaient avec confiance dans leurs églises, ignorant
pour la plupart ce qui se passait; bien peu regagnèrent leurs maisons.
urs se répandirent
la ville sous. divers
Les meurtres fu-
Têté par les Grecs,
églises, ignorant
leurs maisons.
, chaugea d'abord
dans les quartiers
'aient point aban-
er dans la grande
a certitude de les
Fait à Smyrne, le 20 novembre 1821. »
(Suivent les signatures detous les consuls.)
Nous voyons avee plaisir les succès de Grecs confirmés par ce journal.
<< On nous faitpart, y est-il dit, d'une lettre de Candie, voie de Chio,
qui annonce l'entière soumission de l'ile au pouvoir des Grecs. Le ført de
Candie est le seul qui tienne encore. Cette place, qui doit sa force à la
nature presque autant qu'à l'art, est cependant abondamment pourvue de
tout ce qui peut en retarder la reddition, on va même jusqu'à dire que
ses magasius renferment pour vingt-cinq ans de provisions; ce qui
drait la prise bien difficile aux Grecs, inalgré l'avantage que leur donne
leur flotte maîtresse de la mer, et leur armee de terre qui commdnde tout
le pays. »
en ren-
Nous avons reçu des nouvelles de Chypre du 26 novembre; elles sont
déplorables. La populace turque de Larnica s'est soulevée contre les chré-
tiens; un archevêque, cinq évêques et trente-six papas grecs de l'ile ont
été mis à mort. Tous les Grecs résidant à Larnica ont été massacrés; il est
presque impossible d'évaluer le nombre des merts. Le consul d'Espagne,
grec de religion, mais reconnu depuis trente-six ans comme agent de cette
puissance à Chypre, a été décapité. Le consul de France, M. Méchain,
u'avait pu refuser sa porte à une foule d'infortunés rayas, qui étaient ve
nus se refugier sous le pavillon français, poursuivis par le fer des meur-
triers. Sommé par les assassins de leur livrer encore les victimes qu'il
voulait leur arracher, il a le courage de résister, et brave toutes les menaces
de ces furieux, plutôt que de commettre un acte que la froide prudence
aurait pu tolérer, mais qui était indigne du nom français.
Les Turcs, voyant que leurs réclamations et leurs menaces étaient
inutiles, fontavancer du canon, en menaçant d'enfoncer les portes. Le
courageux magistrat résiste encore; rien ne peut le déterminer à livrer
au glaive ces malheureux qui sont venus implorer sa protection. Les
choses en étaient là, et la maison consulaire allait probablement être en-
foncée, lorsque la nuit mit trève à l'agression; mais il n'y avait aucune
espérance de résister le lendemain. La force et le nombre décidaient en
faveur des Furcs. Au milieu de la nuit, une quarantaine de bâtimens
grees se montrent tout à coup à l'entrée de la rade; alors la scène change
catièrement. Les Turcs prennent la fuite, gagnent les montagnes et
abandonnent le terrain aux nouveaux venus. Le consul de France ouvre
les portes, et rend aux Grecs ceux des leurs qu'il a sauvés au péril de ses
jours. ""
Tandis que M. Méchain sauvait les Grecs de la fureur des Tures, d'au-
tres Francais arrachaient les Tures des mains des Grecs irrités.
« Dans le courant du mois d'octobre, une division française, composée
de la gabarre l'Active et du briek le Rusé, aux ordres des lieutenans de
marine Reverseaux et Quernel, croisait dans l'Archipel pour y découvrir
un prétendu pirate, et appuyer diverses réclamations du commerce fran-
çais. Ces deux navires débarquèrent à Tine quelques Grecs qui avaient
trouvé leur salut à leur bord et s'y étaient réfugiés de plusieurs points
différens. Dans cette ile, les capitaines français, usant du droit que leur
donnait une neutralité dont ils faisaient un usage si honorable, récla-
mèrent, en échange des Grecs qu'ils avaient sauvés, onze Turcs, à la tête
desquels se trouvait l'aga de Tine et sa famille. Ces malheureux, qui de-
vaient la conservation de leur existence aux soins de M. Spadarre, agent
(Morning Herald.)
Nous pensions, dit le Scotsman, qu'on avait abandonné la politique
de Maitland, et que, de concert avec la France, il était convenu d'assurer
l'indépendance des Grecs, comme le seul moyen d'empêcher la Turquie
de tomber entre les mains de la Russie ; mais nous attribuions aux minis-
tres plus de sagesse et d'humanité qu'ils n'en ont; ils ont résolu d'aider
un peuple barbare à exterminer la po population indigène, , et qui, dans les
circonstances les plus défavorables, a dernièrement surpris l'Europe par
ses connaissances navales et ses entreprises commerciales.
Ceux qui désapprouvent cette politique sanguinaire sont traités de
fanatiques par les mêmes personnes qui, tous les jours, nous étourdissent
de leurs cris contre les écrits blasphématoires. Mais après avoir vu certaines
personnes, grands antagonistes du pape, se réjouir du massacre des pro-
testans en France, nous ne serions pas surpris de voir des souscripteurs de
Passociation constitutionnelle élever les croissant sur les cadavres des Hel-
lènes, et fouler la croix aux pieds avec nos alliés musulmans. On nous y
prépare d'une manière régulière : le Courier saisit toutes les circons-
tances qu'il croit propres à nous rendre les Grecs odieux; on nous dit
qu'ils ont commis des excès. Sont-ils surprenans ? quel peuple aurait été
plus nodéré dans de pareilles circonstances?
Rappelons Hous que, de depuis l'insurrection du temps de Catherine
les
Grecs ont été victimes de la cruauté la plus inouie; quedes massacres ont
succédé à des massacres; que la population de districts entiers a été ex-
terminée et remplacée par des Albanais et que, dans beaucoup d'en-
droits, les habitans étaient forcés de devenir voleurs. Tandis que les Grecs
de l'île de Scio et de tous les endroits où ils étaient abandonnés à eux-
mêmes, et se montraient supérieurs à la plupart des autres nations de l'Eu-
rope par leurs vertus, les malheureux Moraïtes avaient été plongés par
les circonstances dans le plus cruel esclavage. Devons-nous donc nous
étonner qu'il ait été impossible d'empêcher les excès? Proscrirons-nous une
nation de cinq millions d'habitans, parce qu'une partie s'est abandonnée
à l'impulsion de la vengeance.
N'oublions pas les massacres commis par les Turcs, l'assassinat des pa-
triarches et de tant de prêtres, la destruction des villes, l'enlèvement des
femmes et des enfans, et alors nous aurons un résultat bien différent de
celni du Courier. Au lieu de se servir des excès des Grecs pour justifier la
cruauté des Turcs, il faut en chercher la source dans cette même cruauté,
comme les excès de l'Irlande doivent retomber sur la tête de ceux qui,
par leur oppression et leur mauvais gouvernement, y ont donné lieu.
Si des cruautés particulières pouvaient justifier la proscription de toute
uue nation, quelle nation échapperait à cette sentence?
Combien d'exemples de cruauté notre propre histoire ne fournit-elle
pas; et cependant nous sommes aussi humains qu'aucun de nos voisins.
Orme, dans son Histoire de l'Indostan, rapporte qu'une brave armée
anglaise mit à mort tous les habitans d'Arcot, hommes, femmes et en-
fans, quoique la ville se fût rendue par capitulation et que la garnison
n'eût fait que se défendre bravement. Un prince de la maison d'Hanovre
permet, après la bataille de Culloden, de commettre les cruautés les plus
inouies; car quand la fureur des combats eut cessé, les vainqueurs
netaient pas apaisės.
Le duc de Cumberland ent la cruauté de permettre que les blessés res-
tassent parmi les morts, dépouillés de leurs habits, depuis le mardi, jour
du combat, jusqu'à trois heures du matin du vendredi ; ensuite il envoya
des détachemens pour tuer ceux qui existaient encore; il fit mettre
le feu à une grange oit s'étaient réfugiés beaucoup de montagnards blessés,
et l'ayant fait entourer de soldats, ceux-ci repoussaient dans les flammes
à coups de baïonnettes, les malheureux qui cherchaient à se sauver.
Après la bataille d Asklow, quelques soldats anglais arrachèrent le cœur
du P. Michel Murphi, et rotirent son corps,
Soyons done charitables envers les Grees; que leurs excès ne soient
point un prétexte pour les exterminer ou perpétuer un système barbare
qui ne peut que rendre plus barbares et inhumains ceux qui sont déja
barbares et inhumainenistune",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k650402d,directly_relevant,Ottoman Politics,neutral,"Report on assassinations of Greeks, the Greek insurrection, and the geopolitical implications for the Ottoman Empire with potential Russian and Persian involvement, and the crisis in Smyrna.",pacha,"Dardanelles, Galaxidi, Scutari, Bosphore, Bajukdéré, Danube, Asie, Bagdad, Trébizonde, Mer-Noire, Syrie, Mésopotamie, ALLEMAGNE, Francfort","janissaires, ambassadeurs chrétiens","Les mesures produisirent un effet si puissant sur les lâches assassins, qu'ils n'immolèrent pas même un Grec dans le quartier franc; ils déchargèrent leur rage sur les malheureux habitants de l'intérieur et sur les jardiniers. Vers les dix heures du matin, le pacha, craignant pour lui-même, les janissaires sont prêts à éclater à chaque instant. La flotte en rentrant des Dardanelles, avait arboré, en forme de trophées, à bord des petits bâtiments pris aux Grecs à Galaxidi, les corps encore palpitants de malheureux Grecs empalés vifs ou pendus aux mâts. Ce spectacle hideux a fait pousser aux Turcs les plus horribles cris de victoire, et dans leur joie infernale ils ont assommé sans distinction, tous les Grecs qu'ils ont rencontré sous leurs pas. Deux armées se rassemblent l'une près de Scutari, sur la côte d'Asie de Bosphore, l'autre à Bajukdéré, en deçà; l'une et l'autre sont destinées à couvrir la capitale, et, en cas de besoin, à soutenir un siège. On remarque que plusieurs corps qui devaient filer vers le Danube, ont reçu contre-ordre. Un avenir affreux s'ouvre à nos yeux. Aussi, tous les ambassadeurs chrétiens se sont mis en mesure de sauver, à tout événement, leurs épouses et leur suite. En Asie, les Persans s'avancent rapidement; on les dit déjà maîtres non seulement de Bagdad, mais aussi de Trébizonde sur la Mer-Noire. Malheureusement plus le danger devient imminent, et plus le fanatisme des musulmans s'accroît à un point dont ceux qui ne connaissent point ce peuple ne sauraient se faire une idée. On assure qu'en Syrie et en Mésopotamie des révoltes ont éclaté contre les gouverneurs turcs. ALLEMAGNE - Francfort, 19 décembre. Les bruits sont à la guerre, depuis plusieurs jours, sur notre place.",Frankfurt,Frankfurt,Paris,libéral-constitutionnel,Principal organe libéral d'opposition; soutient la Charte,France,France,False,b2613252c3ab239a,reported,3,"On nous fait part, y est-il dit, d'une lettre de Candie; qui annonce l'entière soumission de l'ile au pouvoir des Grecs; cela est plus qu'évident","On nous fait part, y est-il dit, d'une lettre de Candie",letter,,Spectateur,Candie -> Spectateur -> Le Constitutionnel,ottoman_barbarity,christian_suffering,4,atrocity,Massacre at Smyrne November 1821,Smyrne,20 novembre 1821,reported_account,SMYRNE_MASSACRE_NOV_1821,"The information is a reported account based on letters and consular reports, not official confirmation.",5,False,,SMYRNE_MASSACRE_NOV_1821_E9E0D0,
Westmorland Gazette,1822-01-05,1822,"CHRONOLOGICAL TABLE ... venerable Patriarch and three other Greek Bishops, massacred, together with thousands of their fellow countrymen. Kith.—The King of Naples returned to his capital. 17th.—Accounts received of continued massacres of the Greeks by the Turks, at Constantinople ...",Unknown,France,,directly_relevant,Military Operations,pro_greek,,,Constantinople,,"CHRONOLOGICAL TABLE ... venerable Patriarch and three other Greek Bishops, massacred, together with thousands of their fellow countrymen. 17th.—Accounts received of continued massacres of the Greeks by the Turks, at Constantinople ...",Constantinople,Constantinople,Westmorland,tory,Westmorland; tory; fondé par De Quincey,France,France,False,ca15a5ed40ce89ca,reported,3,Accounts received; continued massacres,"Accounts received of continued massacres of the Greeks by the Turks, at Constantinople",unknown,,,Constantinople -> Westmorland,ottoman_barbarity,christian_suffering,4,atrocity,Massacres of Greeks at Constantinople,Constantinople,17th,reported_account,,"The information is based on received accounts without official confirmation, indicating a reported but unverified status.",5,False,,CONSTANTINOPLE_ATROCITY_MASSACRES_OF_GREEKS_AT_CONSTANTINOPLE_17TH_1822_E61177,
"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1822-01-06,1822,"27 jours. Il rapporte que le massacre des Grecs pai- sibles était toujours à l'ordre du jour. Les 19 et 20 décembre, une révolte, plus menaçante que les précé- dentes, avait éclaté à Smyrne. La fureur des Musul- mans avait cette fois éclaté contre les Francs et princi- palement contre les Français, attendu que cette nation généreuse avait mis à l'abri de leurs fureurs, un grand nombre de Grecs innocens, en les sauvant à bord des gabarres royales. Ce jour même se trouvait",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t51039340b,directly_relevant,Ottoman Politics,neutral,Report on massacres of peaceful Greeks in Smyrna and French efforts to protect them from Muslim violence.,,Smyrne,,"27 jours. Il rapporte que le massacre des Grecs paisibles était toujours à l'ordre du jour. Les 19 et 20 décembre, une révolte, plus menaçante que les précédentes, avait éclaté à Smyrne. La fureur des Musulmans avait cette fois éclaté contre les Francs et principalement contre les Français, attendu que cette nation généreuse avait mis à l'abri de leurs fureurs, un grand nombre de Grecs innocents, en les sauvant à bord des gabarres royales. Ce jour même se trouvait",Smyrna,Smyrna,Montpellier,royaliste-modéré,Province Hérault; modéré,France,France,False,6421dc2ce40428c0,reported,3,Il rapporte que; était toujours à l'ordre du jour; avait éclaté,Il rapporte que le massacre des Grecs pai- sibles était toujours à l'ordre du jour.,unknown,Smyrne,,Smyrne -> Montpellier,ottoman_barbarity,humanitarian_urgency,4,atrocity,Massacre and Revolt at Smyrna December 1821,Smyrne,19 et 20 décembre,reported_account,SMYRNA_REVOLT_DEC1821,"The information is presented as a report without official confirmation, indicating a moderate level of certainty but not verified.",5,False,,SMYRNA_REVOLT_DEC1821_823074,
Morning Chronicle,1822-01-09,1822,"Cnatiob Cytractm ... chieftain is dead.: The marflee of the Patriarch of the Greek Church seems-- to have given to the contest the fierceness of a -ear for teligieu : and though the excesses of • the 'Turks against the Greeks in Constaaliaople had somewhat abated, a general massacre ...",Unknown,France,,directly_relevant,Internal Greek Affairs,pro_greek,,Patriarch of the Greek Church,Constantinople,"Greek Church, Turks","Cnatiob Cytractm ... chieftain is dead. The marflee of the Patriarch of the Greek Church seems to have given to the contest the fierceness of a war for religion; and though the excesses of the Turks against the Greeks in Constantinople had somewhat abated, a general massacre ...",Constantinople,Constantinople,London,whig,Principal organe whig; James Perry puis John Black,France,UK,True,e6113034ad72a242,reported,2,seems; had somewhat abated,,unknown,Constantinople,,Constantinople -> London,christian_suffering,ottoman_barbarity,3,atrocity,Massacre of Greeks in Constantinople,Constantinople,early 1822,reported_account,CONSTANTINOPLE_MASSACRE_1822,The report uses tentative language indicating the information is not fully confirmed and may be based on partial or secondhand accounts.,4,False,,CONSTANTINOPLE_MASSACRE_1822_79E7E7,
Inverness Journal And Northern Advertiser,1822-01-11,1822,"CHRONOLOGICAL TABLE Of Remarkable Events in 1821 ... venerable Patriarch and three other Greek Bishops, massacred, together with thousands of their fellow countrymen. 16th! The King of Naples returned to his capital. 17th. Accounts received of continued massacres of the Greeks by the Turks, at Constantinople ...",Unknown,France,,directly_relevant,Military Operations,neutral,,"Patriarch, King of Naples","Naples, Constantinople, Greece",,"CHRONOLOGICAL TABLE Of Remarkable Events in 1821 ... venerable Patriarch and three other Greek Bishops, massacred, together with thousands of their fellow countrymen. 16th! The King of Naples returned to his capital. 17th. Accounts received of continued massacres of the Greeks by the Turks, at Constantinople ...",Constantinople,Constantinople,Unknown,tory,Idem,France,France,False,3bfe356627a021fa,reported,3,Accounts received; continued massacres,"Accounts received of continued massacres of the Greeks by the Turks, at Constantinople",unknown,Constantinople,,Constantinople -> Unknown,ottoman_barbarity,christian_suffering,4,atrocity,Massacres of Greeks at Constantinople,Constantinople,16th-17th (January 1822 implied),reported_account,GREEK_MASSACRES_CONSTANTINOPLE_1822,"The information is based on received accounts without official confirmation, indicating a reported but unverified status.",5,False,,GREEK_MASSACRES_CONSTANTINOPLE_1822_69B35D,
Morning Post,1822-01-19,1822,"TITLE IT ... the Flag of Independence is triumphant in the waters of Greece. Letters from Toulon mention the arrival at that port of the French schooner the Pavillon, which left Constantinople on the 13th of December. At that date, the massacre of Greeks continued in ...",Unknown,France,,directly_relevant,Philhellenism,pro_greek,,,"Greece, Toulon, Constantinople",French schooner the Pavillon,"The Flag of Independence is triumphant in the waters of Greece. Letters from Toulon mention the arrival at that port of the French schooner the Pavillon, which left Constantinople on the 13th of December. At that date, the massacre of Greeks continued in ...",Toulon,Toulon,London,tory,Tory; proche de la Cour et de l'aristocratie,France,UK,True,2af9b82502b81512,reported,3,"Letters from Toulon mention the arrival; At that date, the massacre of Greeks continued",Letters from Toulon mention the arrival at that port of the French schooner the Pavillon,letter,Toulon,,Constantinople -> Toulon -> London,ottoman_barbarity,humanitarian_urgency,4,atrocity,Massacre of Greeks,Greece,13th of December,reported_account,,"Information is based on letters received in Toulon reporting events as of 13 December, without official confirmation.",5,False,,GREECE_ATROCITY_MASSACRE_OF_GREEKS_13TH_OF_DECEMBER_1822_97BF48,
Le Moniteur Universel,1822-02-16,1822,"France. Auteur du texte [...] Prenons un exemple plus immédiat, un événement qui doit plug naturellement arriver dans un temps déterminé : supposons que l’opinion chrétienne en Russie force l’empe- JCur Alexandre a arracher aux massacres ces millions de Grecs que 11 politique de sa maison et sa j-etinqtie psô- pre ont conduits a 1.11e in-uiieciion ju-te et légi»tiee.’Qtt dira à l",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4422783m,directly_relevant,Philhellenism,pro_greek,"Discusses the possibility of Russian intervention, driven by Christian opinion, to prevent massacres of Greeks and support their insurrection.",Alexandre,"France, Russie",,"France. Auteur du texte [...] Prenons un exemple plus immédiat, un événement qui doit plus naturellement arriver dans un temps déterminé : supposons que l’opinion chrétienne en Russie force l’empereur Alexandre à arracher aux massacres ces millions de Grecs que la politique de sa maison et sa politique propre ont conduits à une insurrection juste et légitime. On dira à l’...",Russia,Russia,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,634caf27059e91da,editorial_comment,2,supposons que; doit plug naturellement arriver; on dira à l,,unknown,,,,christian_suffering,humanitarian_urgency,3,political_development,,Russia,unclear,editorial_comment,,The text is a hypothetical editorial comment speculating on future events rather than a report of actual news.,4,False,,RUSSIA_POLITICAL_DEVELOPMENT_UNCLEAR_1822_954AEE,
Journal du Commerce,1822-02-16,1822,"Supposons qne la Porte fasse massacrer des milliers de Grecs : on dira que la paix de l’Europe est troublée(...) [...] l’année dernière, à pareille époque, vingt-sept maisons du même faubourg avaient également été détruites par le feu. — Un nombre considérable de familles grecques est en ce moment à Marseille",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k24283079,directly_relevant,Internal Greek Affairs,pro_greek,"Discusses potential massacres of Greeks, their impact on European peace, and Greek families in Marseille (likely refugees).",,"Europe, Marseille",Porte,"Supposons que la Porte fasse massacrer des milliers de Grecs : on dira que la paix de l’Europe est troublée. L’année dernière, à pareille époque, vingt-sept maisons du même faubourg avaient également été détruites par le feu. Un nombre considérable de familles grecques est en ce moment à Marseille.",Marseille,Marseille,Paris,libéral-commercial,Libéral-commercial; soutient intérêts bourgeois,France,France,False,141be706e283ed20,rumor,2,Supposons qne la Porte fasse massacrer des milliers de Grecs; on dira que la paix de l’Europe est troublée,,unknown,,,Marseille -> Paris,ottoman_barbarity,humanitarian_urgency,4,atrocity,Massacre Rumor of Greeks by the Porte,,"l’année dernière, à pareille époque",rumor_wave,,"The text presents a hypothetical scenario and uses conditional language, indicating the information is a rumor rather than confirmed fact.",5,False,,ATROCITY_MASSACRE_RUMOR_OF_GREEKS_BY_THE_PORTE_L_ANN_E_DERNI_RE_PAREILLE_POQUE_1_72E624,
