story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,naval_operation,Greek fleet at Missolonghi,Missolonghi,1826,rumor,rumor_wave,military_strategic,Journal du Commerce,1826-04-20,Paris,Missolonghi,,unknown,Missolonghi -> Paris,The information is presented as hearsay or rumor without explicit source or confirmation.,True,"Text fragment is incomplete and ambiguous, limiting certainty."
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,naval_operation,Greek fleet attack on Vassiladi,Vassiladi,mars dernier,reported,reported_account,military_strategic,Journal De Paris,1826-04-20,Paris,Missolonghi,,unknown,Missolonghi -> Paris,The information is a reported account from March without explicit official confirmation or multiple sources.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,,editorial_comment,editorial_comment,humanitarian_urgency,Le Globe : journal littéraire,1826-04-20,Unknown,Paris,,unknown,,"The text is an editorial comment expressing concern about a possible disaster, not a confirmed report.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek irregular troops occupy Mount Zygos,Mount Zygos,1826-04,reported,reported_account,military_strategic,Journal des Débats,1826-04-21,Paris,Missolonghi,"Un courrier envoyé à Missolonghi, est de retour depuis deux jours.",courier,Missolonghi -> Paris,The information is based on a courier's report claiming personal observation but lacks official confirmation.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,finance,Subscription in Geneva for Greek cause,Genève,1826,reported,reported_account,humanitarian_urgency,"La Pandore : Journal Des Spectacles, Des Lettres, Des Arts, Des Moeurs Et Des Modes",1826-04-21,Unknown,Geneva,,unknown,Genève -> La Pandore,"The information is presented as a report of a subscription opened in Geneva with specific amounts raised and spent, but lacks official confirmation or multiple sources.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek sortie from Missolonghi during attack on Vassiladès and Anatolico,Missolonghi,1826-04-21,rumor,reported_account,military_strategic,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",1826-04-21,Unknown,Missolonghi,(L'Etoile.} — Le Moniteur a,newspaper_reprint,,"The text reports a rumor about the Greek fleet's return that was not confirmed, citing two newspapers as sources.",False,
MISSOLONGHII_ATTACK_APRIL_1826_C00017,MISSOLONGHI_ATTACK_APRIL_1826,military_movement,Pacha's planned attack on Missolonghi,Missolonghi,April 9,reported,reported_account,military_strategic,British Press,1826-04-22,London,Madrid,From the Etoile of Wednesday.,newspaper_reprint,Madrid -> London,"The information is a secondhand newspaper report citing another paper, indicating unconfirmed intelligence about a planned military attack.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,Bibliographie De La France : Ou Journal Général De Limprimerie Et De La Librairie,1826-04-22,Unknown,Paris,,unknown,,"The information is presented as a report with some uncertainty and hopeful language, lacking official confirmation.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek naval operations near Missolonghi and Vassiladi,"Missolonghi, Vassiladi, Anatolico",April 1826,reported,reported_account,diplomatic_negotiation,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-04-22,Toulouse,Corfu,"Nous recevons notre correspo çaise et une anglaise de même force, doivent stationner dans la mer Egée.",private_correspondence,Corfu -> London,The information is largely based on secondhand reports and rumors with explicit statements that confirmation is lacking.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,1826-04-22,rumor,rumor_wave,humanitarian_urgency,Journal Du Cher,1826-04-22,Unknown,Geneva,,unknown,Geneva -> Journal Du Cher,"The text explicitly states uncertainty about the fate of Missolonghi, indicating the information is unconfirmed and based on ongoing reports and fundraising efforts.",False,
MISSOLONGHII_RELIEF_1826_D0C3B0,MISSOLONGHI_RELIEF_1826,relief,Arrival of Greek fleet before Missolonghi,Missolonghi,,reported,reported_account,military_strategic,Dublin Evening Post,1826-04-25,Dublin,Amsterdam,"The Gazette of Amsterdam states, that in«Sn« re «l..d.n .h. cuydte. fr-G-.e.., which mentions the arrival .f the Greek fleet",newspaper_reprint,Greece -> Amsterdam -> Dublin,"Information is based on a secondary newspaper source citing the Gazette of Amsterdam, indicating a reported account without official confirmation.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek troop reinforcement at Missolonghi,Missolonghi,1826-04-26,reported,reported_account,military_strategic,"Journal de Lot-et-Garonne : [""puis"" politique, administratif, littéraire, d'annonces judiciaires et d'avis divers ""puis"" feuille des mairies, administrative, politique, commerciale et d'annonces judiciaires]",1826-04-26,Unknown,Missolonghi,,unknown,,"The information includes a rumor about Greek recapture of locations and a report of troop arrival, but lacks official confirmation.",False,
MISSOLONGHII_SIEGE_FEB_1826_557926,MISSOLONGHI_SIEGE_FEB_1826,siege,Siege of Missolonghi,Missolonghi,26 février,reported,reported_account,military_strategic,Gazette de France,1826-04-27,Paris,Corfu,"Nous avons reçu les Chroniques de Missolonghi, qui contiennent la nouvelle suivante",newspaper_reprint,Missolonghi -> Corfu -> Paris,"The information is a reported account from a reprint of the Chroniques de Missolonghi, with some suspicion expressed about the messenger's true allegiance.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,1826-04,reported,reported_account,military_strategic,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-04-27,Toulouse,Missolonghi,Je reçois à l'instant la nouvelle que la flotte grecque est arrivée; elle est forte de Go voiles.,unknown,,"The information is based on a received news report without official confirmation, indicating moderate certainty.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,battle,Battle near Missolonghi and subsequent Greek victory,Missolonghi,"1er avril, 6 avril",reported,reported_account,military_strategic,Le Drapeau Blanc / Par A Martainville Et Plusieurs Hommes De Lettres,1826-04-29,Paris,Zante,le bateau à vapeur qui a quitté Cor-fou le 6 avril a apporté la pleine confirmation,steamboat,Corfu -> Trieste -> Paris,"The information is based on letters and reports received via steamboat and correspondence, indicating reported but not fully official confirmation.",False,
MISSOLONGHII_SIEGE_MARCH_APRIL_1826_7ECF40,MISSOLONGHI_SIEGE_MARCH_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,29 March and 1 April 1826,reported,reported_account,military_strategic,"Feuille Daffiches, Annonces Et Avis Divers De Valenciennes",1826-04-29,Unknown,Corfu,"Des lettres de Corfou des 29 mars et 1er avril, assurent que",letter,Corfu -> French newspaper,"Information is based on letters received from Corfu and reported in a French newspaper, indicating a secondhand report with some uncertainty.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,25 mars,reported,reported_account,military_strategic,Le Constitutionnel,1826-04-30,Paris,Corfu,Voici les nouvelles qui viennent de nous arriver,letter,Corfu -> Ancône -> Paris,"The information is based on letters received from Corfu dated 25 March and reported via Ancône, indicating it is a secondhand report rather than official confirmation.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,diplomacy,Suspension of arms agreement at Missolonghi,Missolonghi,1826,reported,reported_account,diplomatic_negotiation,Le Courrier Français,1826-04-30,Paris,Constantinople,"Nous venous d'apprendré de bonne part que, sur l'intercession des ministres d'Angleterre et d'Antriche à Constantinople",unknown,Constantinople -> Paris,"The information is presented as received from a reliable source but lacks official confirmation, indicating a reported but not confirmed status.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,April 1826,reported,reported_account,humanitarian_urgency,"La Pandore : Journal Des Spectacles, Des Lettres, Des Arts, Des Moeurs Et Des Modes",1826-04-30,Unknown,Strasbourg,,unknown,,"The information is presented as news received but without explicit source or official confirmation, indicating a reported account rather than confirmed fact.",False,
MISSOLONGHII_RELIEF_APRIL_1826_002A44,MISSOLONGHI_RELIEF_APRIL_1826,relief,Subscription in favor of Greeks at Wesserling,Wesserling,27 avril,reported,reported_account,humanitarian_urgency,Niederrheinischer Kurier,1826-04-30,Strasbourg,Haut-Rhin,On nous écrit du Haut-Rhin qu'une souscription en faveur des Grecs ayant été ouverte à Wesserling,private_correspondence,Haut-Rhin -> Strasbourg,"The information is based on a letter from Haut-Rhin reporting a subscription effort, indicating a reported but not confirmed event.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,battle,Battle and Entry into Missolonghi,Missolonghi,April 1826,reported,reported_account,military_strategic,"Le Constitutionnel : journal du commerce, politique et littéraire",1826-04-30,Unknown,Ancona,"Je viens vous faire participer, là mille fois heureuse (...)",letter,Greece -> Ancône -> France,"The information is a reported account translated from Greek and transmitted via Ancône, without official confirmation.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,3 April,reported,reported_account,humanitarian_urgency,La Quotidienne,1826-04-30,Paris,Trieste,il était arrivé des lettres annonçant que le siège de Missolonghi a été définitivement,letter,Trieste -> Paris,"The information is based on circulating rumors and letters reported by a secondary newspaper source, lacking official confirmation.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,6 April 1826,confirmed,confirmation,military_strategic,Létoile : Journal Du Soir,1826-05-01,Paris,Corfu,Troisième lettre de Corfou du 6 avril.,letter,Corfu -> Paris,"The information is based on multiple letters from Corfu confirming previous reports, indicating a high degree of reliability though not official dispatches.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek forces resupply Missolonghi and attack Egyptian positions,"Missolonghi, convent d'Andolico, fort de BEAUX-ARTS",19 avril 1826,reported,reported_account,military_strategic,Journal De Paris,1826-05-01,Paris,Ancona,"Les autorité, iitNriIrmes papales, à Ancône, ont fait publier, le ig avril",newspaper_reprint,Missolonghi -> Ancône -> Paris,"The information is based on a publication by papal authorities in Ancona, indicating a reported account rather than official confirmation.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,6 April 1826,reported,reported_account,christian_suffering,Journal du Commerce,1826-05-02,Paris,Trieste,"je viens d'en recevoir une de Trieste, qui me mande que le bateau à vapeur qui a quitté Corfou le",steamboat,Corfou -> Trieste -> Paris,"The information is based on a letter received via Trieste reporting news from a steamboat that left Corfu on 6 April, with some expressed doubts about accuracy.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,diplomacy,Reis-effendi refusal to Stratford-Canning proposals,Constantinople,20 (April or April 1826 implied),reported,reported_account,diplomatic_negotiation,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-05-02,Toulouse,Constantinople,apportées ici par des courriers,courier,Constantinople -> Toulouse,The information is based on recent news brought by couriers from Constantinople but lacks official confirmation and includes hopeful commentary.,False,
MISSOLONGHII_SIEGE_MAY_1826_E2D663,MISSOLONGHI_SIEGE_MAY_1826,siege,Siege of Missolonghi,Missolonghi,1826-05-02,reported,reported_account,military_strategic,"Feuille Daffiches, Annonces Et Avis Divers De Valenciennes",1826-05-02,Unknown,Venice,"Une lettre de Venise, et qu'on peut regarder comme authentique ajoute les détails suivans",letter,Venice -> Valenciennes,"The information is based on letters and reports considered authentic but not officially confirmed, with some details reported by secondary newspapers.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,7 April 1826,reported,reported_account,ottoman_barbarity,Le Courrier Français,1826-05-03,Paris,Missolonghi,Commentaripue une rentre de Missolonghi venue par Livourne,letter,Missolonghi -> Livourne -> Paris,"The information is based on a letter from a Greek battalion chief dated 7 April, received via Livourne, considered authentic by the newspaper.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi March 1826,Missolonghi,7 avril 1826,reported,reported_account,military_strategic,Le Constitutionnel,1826-05-03,Paris,Missolonghi,On nous communique l'extrait suivant de la traduction d'une lettre écrite par M. L.,letter,Missolonghi -> Paris,"The information is based on a letter from a Greek battalion chief, communicated via newspaper, representing a firsthand but uncorroborated account.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,23 mars,reported,reported_account,military_strategic,"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1826-05-03,Unknown,Corfu,le paquebot de Corfou nous arrive avec des lettres du 5 avril,steamboat,Corfu -> France,"The information is based on letters received via a steamboat from Corfu, confirming previously received favorable news but not official confirmation.",False,
MISSOLONGHII_SIEGE_MAY_1826_E2D663,MISSOLONGHI_SIEGE_MAY_1826,siege,Siege of Missolonghi,Missolonghi,1826-05-04,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-05-04,Bordeaux,Constantinople,"Nous venons d'apprendre de bonne part que, sur l'intercession des mi- Distres d'Angleterre et d'Autriche à Constantinople, une suspension d'armes",private_correspondence,Constantinople -> Bordeaux,"The information is based on reported news and rumors received via intermediaries, without official confirmation.",False,
MISSOLONGHII_RELIEF_APRIL_1826_002A44,MISSOLONGHI_RELIEF_APRIL_1826,relief,Relief of Missolonghi,Missolonghi,6 April 1826,reported,reported_account,military_strategic,Le Constitutionnel,1826-05-04,Paris,Zante,"Le capitaine Tourini, qui commande un petit vaisseau de notre gouvernement, vient d'arriver de Zante",ship,Zante -> Paris,"The information is based on a report from a Greek government ship captain arriving from Zante and a Paris Greek committee, indicating a credible but not fully confirmed military update.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,,editorial_comment,editorial_comment,humanitarian_urgency,Le Constitutionnel,1826-05-05,Paris,Munich,,unknown,Munich -> Paris,The text is an editorial comment expressing strong sympathy and ongoing support rather than a direct news report or confirmation.,False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,naval_operation,Greek fleet captures near Missolonghi,Missolonghi,9 avril 1826,reported,reported_account,military_strategic,Journal De Paris,1826-05-05,Paris,Corfu,Trieste des lettres de Corfou du 9 avril,letter,Corfu -> Trieste -> Paris,"The information is based on letters from Corfu reported via Trieste, indicating a secondhand report rather than official confirmation.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,17 avril,reported,reported_account,military_strategic,"Journal Du Gard : Politique, Administratif Et Littéraire [Puis Administratif, Judiciaire, Commercial, Dagriculture, Sciences Et Arts]",1826-05-06,Unknown,Rome,"D'antres lettres de Zante, par la voie de Trieste",letter,Zante -> Trieste -> Rome,"The information is based on letters and reports received via intermediaries, indicating reported but not officially confirmed news.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,battle,Naval engagement near Cérigo and Siege of Missolonghi,Cérigo and Missolonghi,20 janvier (Milo),reported,reported_account,military_strategic,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-05-06,Toulouse,St-Petersburg,"Hier au soir, un bâtiment anglais est arrivé de Malte. Le capitaine a annoncé aux autorités qu'il avait rencontré, dans",ship,Cérigo -> Malte -> Toulouse,The information is based on secondhand reports received via an English ship captain and includes some uncertainty and lack of official confirmation.,False,
